1.492760515547794320e+00,-2.862613248351496553e-01,-1.000000000000000000e+00
2.657895664744375441e+00,3.123159833671017571e-01,-1.000000000000000000e+00
1.570789886824229598e+00,7.090882799129393232e-01,-1.000000000000000000e+00
6.821419261994973171e-01,8.230129915619868175e-01,1.000000000000000000e+00
1.410541670290493155e+00,-8.183634417981652254e-01,-1.000000000000000000e+00
1.398045569083558926e+00,-7.178497098373258778e-01,-1.000000000000000000e+00
-4.751311061406071623e-01,2.383342968500194559e+00,1.000000000000000000e+00
1.869637647641346101e+00,-4.900371150385406938e-01,-1.000000000000000000e+00
-1.573239530241395512e+00,8.763984937261952712e-01,1.000000000000000000e+00
1.406486963675067203e+00,2.838517268679110028e+00,1.000000000000000000e+00
-2.911462830561453163e+00,-1.672944306339584575e+00,1.000000000000000000e+00
-1.332148662489059110e-01,2.323591578052943696e+00,1.000000000000000000e+00
2.665360071057659042e+00,1.207201793329653938e+00,-1.000000000000000000e+00
-5.044473382174126108e-01,3.400511355523897716e+00,1.000000000000000000e+00
9.327947800821319024e-01,3.142775078312720627e+00,1.000000000000000000e+00
5.731451856549346635e-01,1.792184864784906573e+00,1.000000000000000000e+00
1.998328641994505384e-01,2.587678133093637367e+00,1.000000000000000000e+00
1.265132320269374722e+00,-1.302653121712489537e-01,-1.000000000000000000e+00
1.481031437876133783e+00,-1.125976772155551087e-01,-1.000000000000000000e+00
1.485232985564964636e+00,-8.068162789169593951e-01,-1.000000000000000000e+00
-3.013157413419385033e-01,2.923998099907583637e+00,1.000000000000000000e+00
2.393443561394188901e+00,-1.081267547757887026e+00,-1.000000000000000000e+00
2.940096309757966431e+00,1.391516877587172241e+00,-1.000000000000000000e+00
2.723760621861336939e-01,1.964332455582080250e+00,1.000000000000000000e+00
-1.192949220606857264e+00,1.511400685296898194e+00,1.000000000000000000e+00
1.366000971178338741e+00,-1.151796670234187081e+00,-1.000000000000000000e+00
2.090721840494566552e-01,2.148286819323501629e+00,1.000000000000000000e+00
2.743009051543732646e+00,2.454315783841207188e-01,-1.000000000000000000e+00
