-1.957851635815361035e+00,1.562262024155285811e+00,1.000000000000000000e+00
-4.958303821924729959e-01,1.467072682861738198e+00,1.000000000000000000e+00
-2.599687531783054784e-01,1.832172707696625213e+00,1.000000000000000000e+00
-9.220078875145906183e-01,1.534973134667200423e+00,1.000000000000000000e+00
-2.888545191563191672e+00,1.069481972065188913e+00,1.000000000000000000e+00
-7.404717587816035396e-01,2.605683702284196102e+00,1.000000000000000000e+00
-4.555650160927515735e-03,3.251521932089775024e+00,1.000000000000000000e+00
-6.982150001716209697e-01,2.375144262454010669e+00,1.000000000000000000e+00
-8.952882764025182905e-02,3.140434522666687656e+00,1.000000000000000000e+00
-1.013451149613596947e+00,1.407642879905863564e+00,1.000000000000000000e+00
-3.060843420198642306e+00,-2.873389678217774801e-01,1.000000000000000000e+00
-3.751709688824540923e+00,-8.164234970817618731e-02,1.000000000000000000e+00
-1.002568173362345050e+00,1.912818562469785988e+00,1.000000000000000000e+00
-1.905346883968445315e+00,1.323491215591204639e+00,1.000000000000000000e+00
-5.458513464566389084e-01,2.544687649130317197e+00,1.000000000000000000e+00
-1.146745235853447120e+00,2.078280999492010839e+00,1.000000000000000000e+00
-2.423113164511741857e+00,-5.046086942669436581e-02,1.000000000000000000e+00
-4.326654760937480582e-01,1.903937435945442180e+00,1.000000000000000000e+00
-2.148539575346896768e+00,5.963226368392298138e-01,1.000000000000000000e+00
-1.193947972109914879e+00,1.726074442256325892e+00,1.000000000000000000e+00
-1.279735300198884485e+00,9.723371594119083472e-01,1.000000000000000000e+00
-6.996998431329648493e-01,1.770390108102940285e+00,1.000000000000000000e+00
4.286167009337416012e-01,2.684397671451892453e+00,1.000000000000000000e+00
-3.132017980724332684e+00,9.347953302811136123e-01,1.000000000000000000e+00
-1.348562127517030307e+00,8.110529097203993398e-01,1.000000000000000000e+00
3.857143343918205236e+00,-4.268691854620227488e+00,1.000000000000000000e+00
2.228156549814694465e+00,-5.091346784005564174e+00,1.000000000000000000e+00
3.891978854836486423e+00,-3.921241756430895453e+00,1.000000000000000000e+00
3.728433719028586779e+00,-3.960452995023052924e+00,1.000000000000000000e+00
4.121334639650938492e+00,-2.633726462899107723e+00,1.000000000000000000e+00
5.233154186032125565e+00,-2.300348938605671911e+00,1.000000000000000000e+00
4.060614084358950215e+00,-4.017810697355976401e+00,1.000000000000000000e+00
3.956502518681850766e+00,-3.696144759818123404e+00,1.000000000000000000e+00
3.232430114197999860e+00,-5.242182443692583682e+00,1.000000000000000000e+00
2.119742367954530415e+00,-5.583783254694083098e+00,1.000000000000000000e+00
5.564145599288535138e+00,-2.816079051793037635e+00,1.000000000000000000e+00
3.937611956189791762e+00,-4.339789843500141409e+00,1.000000000000000000e+00
2.945915483276399183e+00,-4.783680360579672275e+00,1.000000000000000000e+00
5.916671078366549708e+00,-2.300756502131870551e+00,1.000000000000000000e+00
3.165854394078291723e+00,-4.889614406858104445e+00,1.000000000000000000e+00
4.920243455934913968e+00,-4.096301532573758841e+00,1.000000000000000000e+00
2.807765232956560997e+00,-5.784058707578635605e+00,1.000000000000000000e+00
6.320276871213254211e+00,-2.692579331060125369e+00,1.000000000000000000e+00
5.895118827085338964e+00,-2.563714424346791976e+00,1.000000000000000000e+00
2.514886192104245133e+00,-4.904291213477936395e+00,1.000000000000000000e+00
3.689308898938973513e+00,-4.775210745760778863e+00,1.000000000000000000e+00
4.319968454423458226e+00,-3.533609901050200897e+00,1.000000000000000000e+00
2.414844832034663824e+00,-4.307813670598370059e+00,1.000000000000000000e+00
3.120390948446830404e+00,-4.963673957100990464e+00,1.000000000000000000e+00
4.839641562630296434e+00,-3.173621612291710914e+00,1.000000000000000000e+00
9.930269123267178033e-01,-1.329536895742651881e+00,-1.000000000000000000e+00
-2.250050955954723264e-01,-1.973069648301984724e+00,-1.000000000000000000e+00
7.843177485230492518e-01,-5.454265627983030384e-01,-1.000000000000000000e+00
1.508620575673520037e+00,-1.357151091015203370e+00,-1.000000000000000000e+00
1.727525610467130601e+00,-1.012991946349106387e+00,-1.000000000000000000e+00
2.665057279146424207e+00,1.450264318567395350e+00,-1.000000000000000000e+00
1.335474153197592662e+00,-7.970463683046604686e-01,-1.000000000000000000e+00
3.020381661185815858e+00,1.328790258205978070e+00,-1.000000000000000000e+00
7.588893687719968639e-01,-2.024614540233836024e+00,-1.000000000000000000e+00
2.808430448542195146e-01,-2.068633178893027669e+00,-1.000000000000000000e+00
1.090159565576050982e+00,-1.350684329578145437e+00,-1.000000000000000000e+00
2.551889258814596495e+00,-3.126424357222907791e-01,-1.000000000000000000e+00
